"CH-4000","2700","00000000","20030716","ROTH","","","003","0000160000","","","","","","NT30","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"PMW00","AC00","00000000","20031121","BAUERE","","","002","0000160000","","02","U","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"0000009017","7500","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-22","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"CH-5000","2700","00000000","20030716","ROTH","","","003","0000160000","","","","","","NT30","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"PRCL","0006","00000000","20120824","C5157655","","","","0000151000","","","","","","0003","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003102","1000","00000000","19980326","D002114","","","","0000160000","","02","","","","","","","","A1","","","","00000000","01","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009018","1000","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-23","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"CH1222","2800","00000000","20111227","C5121425","","","","0021210101","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000100104","3000","00109551","20020315","PITTEN","","","002","0000160000","","","T","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R100","R100","00000000","19981013","D020740","","","","0000160000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003103","1000","00000000","19980326","D002114","","","","0000160000","","02","","","","","","","","A1","","","","00000000","01","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009018","2800","00000000","20130510","STANKOVICH","","","","0021210101","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-24","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"CIN-VEN","IN47","00000000","20130627","C5155535","","","","0000165000","","","","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","IN","","","","","","","","","","","00000000","","00000000","000000","",""
"0000100105","3000","00109557","20020315","PITTEN","","","002","0000160000","","","CT","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R100","R300","00000000","19981019","D020740","","","","0000161000","","","","","","","","","","A2","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R300","","","","","","","","00000000","","00000000","000000","",""
"0000003104","1000","00000000","19980326","D002114","","","","0000160000","","02","","","","","","","","A1","","","","00000000","01","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009018","3000","00000000","20130502","I076132","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"CIRCUITS","0006","00000000","20130219","I043003","","","","0000160000","","","","","","ZB10","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-25","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"0000100108","3000","00109801","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R1000","R100","00000000","19981014","D020740","","","","0000160000","","","","","","0004","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R100","","","","","","","","00000000","","00000000","000000","",""
"0000005560","1000","00000000","20120214","C5166367","","","","0000160000","","","U","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003105","1000","00000000","19980326","D002114","","","","0000160000","","02","","","","","","","","A1","","","","00000000","01","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009018","7500","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-26","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"CJL-6027","3000","00000000","20121102","I810214","","","002","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","3000","3000","","","00000000","","","","","","","","","","","","3000","","","","","","","","","00000000","","00000000","000000","",""
"0000100109","3000","00109802","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R1001","R100","00000000","19981014","D020740","","","","0000160000","","","","","","0004","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R100","","","","","","","","00000000","","00000000","000000","",""
"0000005560","2000","00000000","20010713","GRAUENHORST","","","","0000160000","","","","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003106","1000","00000000","19980326","D002114","","","","0000160000","","02","","","","","","","","A1","","","","00000000","01","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009019","1000","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"CKE-28208","3000","00000000","20121110","I833584","","","","0000160000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-27","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"0000100110","3000","00109803","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R101","R100","00000000","20001211","KAUER","","","","0000160000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005560","2800","00000000","20120214","C5166367","","","","0021210101","","","U","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003111","3000","00000000","20030915","TOMB","","","001","0000160000","","","","","","0001","","","","A1","","","","00000000","00","00000000","","0","","3000","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009019","2800","00000000","20130510","STANKOVICH","","","","0021210101","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"CMA101","2800","00000000","20111118","C5164153","","","","0021210101","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","","X","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-28","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"0000100111","3000","00109804","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R1040","R100","00000000","19981015","D020740","","","","0000160000","","","2SU","","","0004","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R100","","","","","","","","00000000","","00000000","000000","",""
"0000005560","3000","00000000","20001012","GRAUENHORST","","","","0000160000","","","","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003120","3000","00000000","19990519","GRAUENHORST","","","009","0000160000","","","C","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009019","3000","00000000","20130502","I076132","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"CMA101","7500","00000000","20120525","C5173672","","","","0000161000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-29","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"0000100112","3000","00109805","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R300","R300","00000000","19980213","D020740","","","","0000160000","","","","","","","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000005560","7500","00000000","20120214","C5166367","","","","0000160000","","","T","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000001","0001","00000000","19950515","IDES","","","","0000160000","","","","","","ZB01","","","","","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000003121","3000","00000000","19990519","GRAUENHORST","","","","0000160000","","","","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000009019","7500","00000000","20130510","STANKOVICH","","","","0000160000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","X","","","","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"CME101","1000","00000000","20111118","C5164153","","","","0000031000","","","C","","","0001","","","","A1","","","","00000000","00","00000000","","0","","","3000","X","","00000000","","","","","","","","","","","X","","","","","","","","","","00000000","","00000000","000000","",""
"TPLM415-30","1000","00000000","20030508","BURMANM","","","002","0000160000","","02","SU","","","ZB01","","","","A1","","","","00000000","01","00000000","","0","X","1000","","","","00000000","","","","","","","","","","","","1000","","","","","","","","","00000000","","00000000","000000","",""
"0000100113","3000","00109806","20020806","SHEARMAN","","","002","0000160000","","","C","","","","","","","A1","","","","00000000","00","00000000","","0","","","3000","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"R3000","R300","00000000","19980217","D020740","","","","0000160000","","","CT","","","0004","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","R300","","","","","","","","00000000","","00000000","000000","",""
"0000005560","9000","00000000","20120214","C5166367","","","","0060001100","","","P","","","ZB01","","","","A1","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
"0000000001","ZBD1","00000000","20120627","C5164112","","","","0000160000","","","","","","","","","","A2","","","","00000000","00","00000000","","0","","","","","","00000000","","","","","","","","","","","","","","","","","","","","","00000000","","00000000","000000","",""
