1,"0000008890","000020","C","C","20030414","20030415","20030414","59.000","59.000","59.000"
1,"0000010054","000020","C","C","20040514","20040518","20040514","38.000","38.000","38.000"
1,"0000005275","000040","C","C","19971205","19971216","19971203","37.000","37.000","37.000"
1,"0000005111","000020","C","C","19970610","19970611","19970606","4.000","4.000","4.000"
1,"0000005234","000010","C","C","19971024","19971027","19971023","111.000","111.000","111.000"
1,"0000007921","000010","C","C","20020826","20020826","20020822","22.000","22.000","22.000"
1,"0000005383","000040","C","C","19980417","19980415","19980416","60.000","60.000","60.000"
1,"0000005126","000020","C","C","19970704","19970714","19970703","24.000","24.000","24.000"
1,"0000007957","000010","C","C","20020920","20020911","20020920","23.000","23.000","23.000"
1,"0000005249","000010","C","C","19971112","19971114","19971108","173.000","173.000","173.000"
1,"0000005458","000040","C","C","19980616","19980618","19980611","22.000","22.000","22.000"
1,"0000005132","000020","C","C","19970709","19970714","19970708","5.000","5.000","5.000"
1,"0000008203","000010","C","C","20021129","20021127","20021129","23.000","23.000","23.000"
1,"0000005464","000040","C","C","19980618","19980618","19980616","25.000","25.000","25.000"
1,"0000005153","000020","C","C","19970811","19970814","19970808","6.000","6.000","6.000"
1,"0000005518","000040","C","C","19980814","19980818","19980812","18.000","18.000","18.000"
1,"0000008617","000010","C","C","20030206","20030130","20030206","23.000","23.000","23.000"
1,"0000005168","000020","C","C","19970901","19970830","19970828","19.000","19.000","19.000"
1,"0000005524","000040","C","C","19980818","19980818","19980814","21.000","21.000","21.000"
1,"0000006637","000030","C","C","20010115","20010103","20010115","3.000","3.000","3.000"
1,"0000008623","000010","C","C","20030206","20030130","20030206","23.000","23.000","23.000"
1,"0000008263","000010","C","C","20021213","20021205","20021213","10.000","10.000","10.000"
1,"0000005234","000020","C","C","19971024","19971027","19971023","135.000","135.000","135.000"
1,"0000005593","000040","C","C","19981020","19981017","19981020","6.000","6.000","6.000"
1,"0000008962","000010","C","C","20030513","20030506","20030513","22.000","22.000","22.000"
1,"0000008278","000010","C","C","20021213","20021205","20021213","10.000","10.000","10.000"
1,"0000005249","000020","C","C","19971112","19971114","19971108","293.000","293.000","293.000"
1,"0000005647","000040","C","C","19981214","19981219","19981214","22.000","22.000","22.000"
1,"0000006961","000030","C","C","20010518","20010518","20010516","41.000","41.000","41.000"
1,"0000009346","000010","C","C","20030916","20030916","20030916","22.000","22.000","22.000"
1,"0000008284","000010","C","C","20021213","20021205","20021213","10.000","10.000","10.000"
1,"0000005276","000020","C","C","19971205","19971211","19971204","110.000","110.000","110.000"
1,"0000005668","000040","C","C","19981222","19981217","19981222","30.000","30.000","30.000"
1,"0000009481","000010","C","C","20031021","20031016","20031021","70.000","70.000","70.000"
1,"0000007048","000030","C","C","20010618","20010615","20010614","67.000","67.000","67.000"
1,"0000008290","000010","C","C","20021213","20021205","20021213","10.000","10.000","10.000"
1,"0000005282","000020","C","C","19971210","19971212","19971206","54.000","54.000","54.000"
1,"0000005680","000040","C","C","19990115","19990116","19990115","441.000","441.000","441.000"
1,"0000009724","000010","C","C","20040115","20040116","20040115","17.000","17.000","17.000"
1,"0000007096","000030","C","C","20010709","20010719","20010705","48.000","48.000","48.000"
1,"0000005276","000010","C","C","19971205","19971211","19971204","82.000","82.000","82.000"
1,"0000008299","000010","C","C","20021213","20021205","20021213","10.000","10.000","10.000"
1,"0000013488","000010","C","C","20091117","20091107","20091117","13.000","13.000","13.000"
1,"0000005297","000020","C","C","19971217","19971230","19971216","280.000","280.000","280.000"
